Well Name,Oil (BBLS),Gas (MCF),Water (BBLS),TP,CP,Date
CL Moore 12,1671.0,0.0,25749.0,0.0,0.0,2012-05-01
Dyer #10,9.0,3803.0,298.0,1200.0,0.0,2012-06-01
Mueller #1,31.0,5826.0,472.0,1950.0,0.0,2012-06-01
Dyer 'D' #5,0.0,0.0,0.0,2100.0,0.0,2012-06-01
JM Moore,2252.0,0.0,20898.0,0.0,0.0,2012-06-01
Gulf Coast Total,4438.0,9629.0,57913.0,6300.0,0.0,2012-06-01
CL Moore 12,1801.0,0.0,32620.0,0.0,0.0,2012-06-01
Lottie #1,345.0,0.0,3625.0,1050.0,0.0,2012-06-01
CL Moore 12,1834.0,0.0,30486.0,0.0,0.0,2012-07-01
Gulf Coast Total,4957.0,10455.0,54484.0,13788.0,3660.0,2012-07-01
Dyer 'D' #5,0.0,404.0,6.0,8600.0,3660.0,2012-07-01
Lottie #1,333.0,0.0,3482.0,1085.0,0.0,2012-07-01
Mueller #1,81.0,5958.0,467.0,2413.0,0.0,2012-07-01
Dyer #10,37.0,4093.0,594.0,1690.0,0.0,2012-07-01
JM Moore,2672.0,0.0,19449.0,0.0,0.0,2012-07-01
JM Moore,2886.0,1058.0,19740.0,0.0,0.0,2012-08-01
Lottie #1,355.0,0.0,3852.0,1085.0,0.0,2012-08-01
CL Moore 12,1369.0,0.0,27726.0,0.0,0.0,2012-08-01
Dyer 'D' #5,0.0,76.0,0.0,7780.0,620.0,2012-08-01
Gulf Coast Total,4643.0,10953.0,52227.0,11940.0,620.0,2012-08-01
Dyer #10,11.0,3813.0,452.0,1330.0,0.0,2012-08-01
Mueller #1,22.0,6006.0,457.0,1745.0,0.0,2012-08-01
Mueller #1,2.0,5718.0,432.0,1881.0,0.0,2012-09-01
CL Moore 12,1612.0,0.0,23349.0,0.0,0.0,2012-09-01
Dyer #10,0.0,3664.0,601.0,1480.0,0.0,2012-09-01
Lottie #1,376.0,0.0,3548.0,1100.0,0.0,2012-09-01
Dyer 'D' #5,0.0,223.0,0.0,7071.0,600.0,2012-09-01
Gulf Coast Total,4661.0,11415.0,48677.0,11532.0,600.0,2012-09-01
JM Moore,2671.0,1810.0,20747.0,0.0,0.0,2012-09-01
Gulf Coast Total,4130.0,11701.0,47566.0,14324.0,620.0,2012-10-01
CL Moore 12,1415.0,0.0,22101.0,0.0,0.0,2012-10-01
Dyer 'D' #5,0.0,180.0,0.0,10060.0,620.0,2012-10-01
Lottie #1,324.0,0.0,3368.0,1230.0,0.0,2012-10-01
JM Moore,2374.0,2165.0,21204.0,0.0,0.0,2012-10-01
Mueller #1,14.0,5843.0,477.0,1774.0,0.0,2012-10-01
Dyer #10,3.0,3513.0,416.0,1260.0,0.0,2012-10-01
Dyer 'D' #5,0.0,53.0,0.0,7615.0,600.0,2012-11-01
Gulf Coast Total,4147.0,10995.0,52848.0,11868.0,600.0,2012-11-01
JM Moore,2163.0,1595.0,21848.0,0.0,0.0,2012-11-01
CL Moore 12,1614.0,0.0,26759.0,0.0,0.0,2012-11-01
Lottie #1,350.0,0.0,3387.0,1175.0,0.0,2012-11-01
Dyer #10,8.0,3727.0,441.0,1200.0,0.0,2012-11-01
Mueller #1,12.0,5620.0,413.0,1878.0,0.0,2012-11-01
Dyer 'D' #5,0.0,65.0,0.0,9525.0,120.0,2012-12-01
Dyer #10,4.0,3803.0,412.0,1240.0,0.0,2012-12-01
JM Moore,2230.0,1273.0,22805.0,0.0,0.0,2012-12-01
CL Moore 12,1786.0,0.0,29350.0,0.0,0.0,2012-12-01
Lottie #1,323.0,0.0,3525.0,905.0,0.0,2012-12-01
Mueller #1,12.0,5609.0,442.0,1575.0,0.0,2012-12-01
Gulf Coast Total,4355.0,10750.0,56534.0,13245.0,120.0,2012-12-01
JM Moore,1809.0,1177.0,20358.0,0.0,0.0,2013-01-01
CL Moore 12,1731.0,0.0,28817.0,0.0,0.0,2013-01-01
Mueller #1,61.0,5132.0,495.0,3636.0,0.0,2013-01-01
Dyer 'D' #5,0.0,177.0,0.0,7975.0,0.0,2013-01-01
Dyer #10,34.0,3351.0,553.0,4580.0,0.0,2013-01-01
Gulf Coast Total,4002.0,9837.0,54206.0,17276.0,0.0,2013-01-01
Lottie #1,367.0,0.0,3983.0,1085.0,0.0,2013-01-01
CL Moore 12,1580.0,0.0,25309.0,0.0,0.0,2013-02-01
Lottie #1,285.0,0.0,3190.0,1055.0,0.0,2013-02-01
Pratka #1,296.0,7318.0,1.0,77637.0,0.0,2013-02-01
JM Moore,1972.0,1447.0,20107.0,0.0,0.0,2013-02-01
Dyer 'D' #5,0.0,127.0,0.0,8035.0,0.0,2013-02-01
Mueller #1,24.0,4645.0,375.0,3849.0,0.0,2013-02-01
Dyer #10,0.0,2882.0,229.0,2790.0,0.0,2013-02-01
Gulf Coast Total,4157.0,16419.0,49211.0,93366.0,0.0,2013-02-01
Mueller #1,50.0,5804.0,386.0,2170.0,0.0,2013-03-01
Dyer 'D' #5,39.0,4379.0,251.0,14210.0,0.0,2013-03-01
Pratka #1,727.0,17183.0,32.0,163400.0,0.0,2013-03-01
Gulf Coast Total,5097.0,33105.0,45718.0,183440.0,0.0,2013-03-01
Lottie #1,334.0,0.0,3245.0,1520.0,0.0,2013-03-01
CL Moore 12,1498.0,0.0,18081.0,0.0,0.0,2013-03-01
Dyer #10,2.0,3654.0,327.0,2140.0,0.0,2013-03-01
JM Moore,2447.0,2085.0,23396.0,0.0,0.0,2013-03-01
Pratka #1,836.0,20372.0,59.0,132350.0,0.0,2013-04-01
Gulf Coast Total,4940.0,40615.0,52081.0,145533.0,0.0,2013-04-01
Mueller #1,34.0,5109.0,403.0,2765.0,0.0,2013-04-01
Lottie #1,281.0,0.0,3403.0,1490.0,0.0,2013-04-01
Dyer #10,15.0,3474.0,249.0,2503.0,0.0,2013-04-01
Dyer 'D' #5,47.0,8954.0,236.0,6425.0,0.0,2013-04-01
CL Moore 12,1728.0,0.0,23616.0,0.0,0.0,2013-04-01
JM Moore,1999.0,2706.0,24115.0,0.0,0.0,2013-04-01
Dyer 'D' #5,22.0,4911.0,100.0,4090.0,0.0,2013-05-01
CL Moore 12,1609.0,0.0,25051.0,0.0,0.0,2013-05-01
Dyer #10,28.0,3285.0,250.0,2909.0,0.0,2013-05-01
Pratka #1,856.0,21770.0,66.0,124950.0,2050.0,2013-05-01
JM Moore,2014.0,3015.0,21048.0,0.0,0.0,2013-05-01
Gulf Coast Total,4910.0,37460.0,50457.0,136377.0,2050.0,2013-05-01
Mueller #1,45.0,4479.0,236.0,3068.0,0.0,2013-05-01
Lottie #1,336.0,0.0,3706.0,1360.0,0.0,2013-05-01
JM Moore,2125.0,3802.0,23712.0,0.0,0.0,2013-06-01
Dyer #10,0.0,3410.0,165.0,2110.0,0.0,2013-06-01
Dyer 'D' #5,23.0,7878.0,144.0,3065.0,0.0,2013-06-01
Gulf Coast Total,4863.0,40658.0,55399.0,125657.0,16000.0,2013-06-01
CL Moore 12,1562.0,0.0,27262.0,0.0,0.0,2013-06-01
Mueller #1,56.0,5248.0,356.0,2382.0,0.0,2013-06-01
Lottie #1,311.0,0.0,3698.0,1350.0,0.0,2013-06-01
Pratka #1,786.0,20320.0,62.0,116750.0,16000.0,2013-06-01
Dyer 'D' #5,62.0,7706.0,253.0,310.0,0.0,2013-07-01
Pratka #1,810.0,21287.0,64.0,106500.0,3850.0,2013-07-01
JM Moore,2198.0,2840.0,22593.0,0.0,0.0,2013-07-01
Gulf Coast Total,5166.0,40834.0,55759.0,111955.0,3850.0,2013-07-01
Lottie #1,275.0,0.0,3096.0,1395.0,0.0,2013-07-01
Dyer #10,0.0,3650.0,269.0,1855.0,0.0,2013-07-01
Mueller #1,34.0,5351.0,404.0,1895.0,0.0,2013-07-01
CL Moore 12,1787.0,0.0,29080.0,0.0,0.0,2013-07-01
JM Moore,2105.0,3100.0,20349.0,0.0,0.0,2013-08-01
Mueller #1,79.0,5286.0,391.0,1805.0,0.0,2013-08-01
Pratka #1,839.0,22803.0,69.0,101500.0,34200.0,2013-08-01
Gulf Coast Total,4867.0,41801.0,50776.0,106515.0,34200.0,2013-08-01
Dyer #10,114.0,3508.0,192.0,1775.0,0.0,2013-08-01
Dyer 'D' #5,28.0,7104.0,140.0,315.0,0.0,2013-08-01
CL Moore 12,1573.0,0.0,27593.0,0.0,0.0,2013-08-01
Lottie #1,129.0,0.0,2042.0,1120.0,0.0,2013-08-01
CL Moore 12,1615.0,0.0,29660.0,0.0,0.0,2013-09-01
Dyer 'D' #5,3.0,6392.0,159.0,1305.0,0.0,2013-09-01
JM Moore,2021.0,1820.0,18997.0,0.0,0.0,2013-09-01
Mueller #1,7.0,4868.0,302.0,2445.0,0.0,2013-09-01
Lottie #1,156.0,0.0,2179.0,1320.0,0.0,2013-09-01
Pratka #1,890.0,21184.0,77.0,96150.0,57550.0,2013-09-01
Dyer #10,0.0,3360.0,364.0,2238.0,0.0,2013-09-01
Gulf Coast Total,4692.0,37624.0,51738.0,103458.0,57550.0,2013-09-01
Dyer #10,0.0,2755.0,141.0,4384.0,0.0,2013-10-01
Lottie #1,146.0,0.0,1826.0,1425.0,0.0,2013-10-01
CL Moore 12,1871.0,0.0,30743.0,0.0,0.0,2013-10-01
JM Moore,2185.0,2860.0,26924.0,0.0,0.0,2013-10-01
Mueller #1,41.0,4980.0,311.0,2424.0,0.0,2013-10-01
Pratka #1,1002.0,23100.0,91.0,78950.0,58950.0,2013-10-01
Dyer 'D' #5,19.0,6045.0,151.0,650.0,0.0,2013-10-01
Gulf Coast Total,5264.0,39740.0,60187.0,87833.0,58950.0,2013-10-01
Dyer 'D' #5,19.0,6295.0,197.0,300.0,0.0,2013-11-01
CL Moore 12,1824.0,0.0,29919.0,0.0,0.0,2013-11-01
Pratka #1,908.0,22316.0,88.0,69175.0,123850.0,2013-11-01
JM Moore,2022.0,2781.0,25009.0,0.0,0.0,2013-11-01
Dyer #10,37.0,3429.0,451.0,5365.0,0.0,2013-11-01
Lottie #1,19.0,0.0,730.0,1415.0,0.0,2013-11-01
Mueller #1,75.0,5040.0,432.0,1850.0,0.0,2013-11-01
Gulf Coast Total,4904.0,39861.0,56826.0,78105.0,123850.0,2013-11-01
Lottie #1,0.0,0.0,0.0,1550.0,0.0,2013-12-01
JM Moore,1979.0,2430.0,20505.0,0.0,0.0,2013-12-01
Mueller #1,9.0,5069.0,395.0,2031.0,0.0,2013-12-01
Pratka #1,951.0,24045.0,93.0,70300.0,49325.0,2013-12-01
Dyer 'D' #5,0.0,5059.0,88.0,2640.0,0.0,2013-12-01
Dyer #10,0.0,1779.0,240.0,35350.0,0.0,2013-12-01
CL Moore 12,1797.0,0.0,27422.0,0.0,0.0,2013-12-01
Gulf Coast Total,4736.0,38382.0,48743.0,111871.0,49325.0,2013-12-01
Dyer 'D' #5,2.0,6056.0,103.0,170.0,0.0,2014-01-01
Dyer #10,0.0,2877.0,445.0,3655.0,0.0,2014-01-01
Mueller #1,0.0,4755.0,218.0,1482.0,0.0,2014-01-01
Pratka #1,928.0,24081.0,90.0,66475.0,44925.0,2014-01-01
Lottie #1,115.0,0.0,1478.0,1550.0,0.0,2014-01-01
JM Moore,1984.0,1196.0,20036.0,0.0,0.0,2014-01-01
Gulf Coast Total,4651.0,38965.0,47058.0,73332.0,44925.0,2014-01-01
CL Moore 12,1622.0,0.0,24688.0,0.0,0.0,2014-01-01
Pratka #1,848.0,21506.0,83.0,57160.0,38525.0,2014-02-01
JM Moore,1808.0,20.0,20948.0,0.0,0.0,2014-02-01
Gulf Coast Total,4308.0,34477.0,49997.0,62424.0,38525.0,2014-02-01
Dyer #10,0.0,2672.0,192.0,2210.0,0.0,2014-02-01
Lottie #1,321.0,0.0,3467.0,1260.0,0.0,2014-02-01
Dyer 'D' #5,0.0,5543.0,115.0,271.0,0.0,2014-02-01
Mueller #1,4.0,4736.0,378.0,1523.0,0.0,2014-02-01
CL Moore 12,1327.0,0.0,24814.0,0.0,0.0,2014-02-01
Pratka #1,880.0,23815.0,92.0,60780.0,40475.0,2014-03-01
Dyer #10,0.0,2064.0,229.0,1780.0,0.0,2014-03-01
Gulf Coast Total,5582.0,39225.0,63790.0,66165.0,40475.0,2014-03-01
Mueller #1,6.0,5026.0,385.0,1853.0,0.0,2014-03-01
JM Moore,2467.0,2521.0,24784.0,0.0,0.0,2014-03-01
Lottie #1,344.0,0.0,4292.0,1240.0,0.0,2014-03-01
Dyer 'D' #5,0.0,5799.0,149.0,512.0,0.0,2014-03-01
CL Moore 12,1885.0,0.0,33859.0,0.0,0.0,2014-03-01
Dyer #10,2.0,2694.0,177.0,1810.0,0.0,2014-04-01
Gulf Coast Total,5123.0,40600.0,64385.0,63460.0,36950.0,2014-04-01
Mueller #1,13.0,4802.0,385.0,1896.0,0.0,2014-04-01
Dyer 'D' #5,8.0,5736.0,94.0,54.0,0.0,2014-04-01
Lottie #1,276.0,0.0,3605.0,1200.0,0.0,2014-04-01
Pratka #1,852.0,22484.0,86.0,58500.0,36950.0,2014-04-01
JM Moore,2212.0,4884.0,24958.0,0.0,0.0,2014-04-01
CL Moore 12,1760.0,0.0,35080.0,0.0,0.0,2014-04-01
JM Moore,2160.0,4172.0,24185.0,0.0,0.0,2014-05-01
Pratka #1,827.0,22400.0,93.0,57225.0,38750.0,2014-05-01
CL Moore 12,1674.0,0.0,32554.0,0.0,0.0,2014-05-01
Lottie #1,291.0,0.0,4054.0,1240.0,0.0,2014-05-01
Mueller #1,35.0,4838.0,398.0,1780.0,0.0,2014-05-01
Gulf Coast Total,4991.0,41488.0,61559.0,62075.0,38750.0,2014-05-01
Dyer #10,0.0,4019.0,159.0,1786.0,0.0,2014-05-01
Dyer 'D' #5,4.0,6059.0,116.0,44.0,0.0,2014-05-01
Mueller #1,9.0,4657.0,371.0,1895.0,0.0,2014-06-01
Lottie #1,280.0,0.0,3892.0,1250.0,0.0,2014-06-01
Dyer 'D' #5,2.0,5558.0,97.0,567.0,0.0,2014-06-01
JM Moore,1977.0,3827.0,21522.0,0.0,0.0,2014-06-01
Pratka #1,786.0,20835.0,90.0,53080.0,36100.0,2014-06-01
CL Moore 12,1561.0,174.0,29909.0,0.0,0.0,2014-06-01
Dyer #10,0.0,3419.0,230.0,1875.0,0.0,2014-06-01
Gulf Coast Total,4615.0,38470.0,56111.0,58667.0,36100.0,2014-06-01
CL Moore 12,1132.0,0.0,21363.0,0.0,0.0,2014-07-01
Dyer #10,2.0,3792.0,207.0,2165.0,0.0,2014-07-01
Mueller #1,38.0,4845.0,377.0,1779.0,0.0,2014-07-01
Pratka #1,751.0,20251.0,93.0,55380.0,37200.0,2014-07-01
Lottie #1,194.0,0.0,2874.0,1360.0,0.0,2014-07-01
Dyer 'D' #5,0.0,5929.0,115.0,368.0,0.0,2014-07-01
JM Moore,1780.0,7022.0,19516.0,0.0,0.0,2014-07-01
Gulf Coast Total,3897.0,41839.0,44545.0,61052.0,37200.0,2014-07-01
JM Moore,2115.0,10215.0,23802.0,0.0,0.0,2014-08-01
CL Moore 12,1714.0,0.0,34316.0,0.0,0.0,2014-08-01
Dyer #10,3.0,4179.0,142.0,1812.0,0.0,2014-08-01
Mueller #1,18.0,4846.0,408.0,1798.0,0.0,2014-08-01
Lottie #1,276.0,0.0,3997.0,1395.0,0.0,2014-08-01
Gulf Coast Total,4702.0,40803.0,62827.0,80283.0,41800.0,2014-08-01
Dyer 'D' #5,7.0,6021.0,91.0,198.0,0.0,2014-08-01
Pratka #1,569.0,15542.0,71.0,75080.0,41800.0,2014-08-01
Dyer 'D' #5,0.0,5609.0,71.0,82.0,0.0,2014-09-01
Pratka #1,675.0,18091.0,88.0,48000.0,59950.0,2014-09-01
Mueller #1,17.0,4428.0,379.0,1905.0,0.0,2014-09-01
Dyer #10,0.0,4264.0,90.0,1335.0,0.0,2014-09-01
Gulf Coast Total,4303.0,42868.0,58346.0,52672.0,59950.0,2014-09-01
Lottie #1,281.0,0.0,3957.0,1350.0,0.0,2014-09-01
CL Moore 12,1488.0,0.0,32518.0,0.0,0.0,2014-09-01
JM Moore,1842.0,10476.0,21243.0,0.0,0.0,2014-09-01
Gulf Coast Total,4291.0,43459.0,64754.0,51733.0,57000.0,2014-10-01
Pratka #1,657.0,17171.0,93.0,47475.0,57000.0,2014-10-01
Dyer #10,0.0,4732.0,292.0,1290.0,0.0,2014-10-01
Dyer 'D' #5,0.0,5849.0,77.0,91.0,0.0,2014-10-01
CL Moore 12,1592.0,0.0,33511.0,0.0,0.0,2014-10-01
Mueller #1,16.0,4805.0,387.0,1482.0,0.0,2014-10-01
Lottie #1,296.0,0.0,4097.0,1395.0,0.0,2014-10-01
JM Moore,1730.0,10902.0,26297.0,0.0,0.0,2014-10-01
Dyer #10,28.0,4452.0,219.0,1555.0,55.0,2014-11-01
Dyer 'D' #5,0.0,5420.0,93.0,243.0,4.0,2014-11-01
Mueller #1,19.0,4387.0,372.0,1613.0,49.0,2014-11-01
JM Moore,1795.0,8926.0,21385.0,0.0,0.0,2014-11-01
Lottie #1,250.0,0.0,3635.0,1305.0,45.0,2014-11-01
Gulf Coast Total,4446.0,39280.0,62624.0,51566.0,57153.0,2014-11-01
CL Moore 12,1717.0,0.0,36835.0,0.0,0.0,2014-11-01
Pratka #1,637.0,16095.0,85.0,46850.0,57000.0,2014-11-01
Lottie #1,284.0,0.0,4051.0,1395.0,0.0,2014-12-01
Dyer 'D' #5,0.0,5864.0,110.0,90.0,0.0,2014-12-01
Pratka #1,626.0,15939.0,92.0,47100.0,57000.0,2014-12-01
JM Moore,1992.0,7586.0,30756.0,0.0,0.0,2014-12-01
Mueller #1,22.0,4487.0,377.0,1541.0,0.0,2014-12-01
Dyer #10,26.0,4116.0,316.0,1430.0,0.0,2014-12-01
CL Moore 12,1770.0,0.0,34011.0,0.0,0.0,2014-12-01
Gulf Coast Total,4720.0,37992.0,69713.0,51556.0,57000.0,2014-12-01
Lottie #1,329.0,0.0,4037.0,1395.0,0.0,2015-01-01
Pratka #1,603.0,15121.0,91.0,45880.0,51300.0,2015-01-01
Dyer #10,26.0,3501.0,417.0,2075.0,0.0,2015-01-01
Gulf Coast Total,4519.0,40127.0,63152.0,51875.0,51300.0,2015-01-01
Dyer 'D' #5,13.0,5305.0,73.0,527.0,0.0,2015-01-01
JM Moore,1990.0,11796.0,28088.0,0.0,0.0,2015-01-01
CL Moore 12,1531.0,0.0,30094.0,0.0,0.0,2015-01-01
Mueller #1,27.0,4404.0,352.0,1998.0,0.0,2015-01-01
Dyer 'D' #5,8.0,4954.0,79.0,78.0,0.0,2015-02-01
Lottie #1,281.0,0.0,3237.0,1260.0,0.0,2015-02-01
Dyer #10,13.0,3219.0,266.0,1485.0,0.0,2015-02-01
Pratka #1,493.0,13480.0,84.0,40720.0,46200.0,2015-02-01
CL Moore 12,1096.0,0.0,23334.0,0.0,0.0,2015-02-01
Mueller #1,15.0,4119.0,346.0,1620.0,0.0,2015-02-01
Gulf Coast Total,4113.0,35503.0,47925.0,45163.0,46200.0,2015-02-01
JM Moore,2207.0,9731.0,20579.0,0.0,0.0,2015-02-01
Dyer #10,28.0,3605.0,371.0,1350.0,0.0,2015-03-01
Mueller #1,49.0,4412.0,361.0,1486.0,0.0,2015-03-01
JM Moore,1889.0,11473.0,24510.0,0.0,0.0,2015-03-01
Dyer 'D' #5,18.0,5613.0,100.0,51.0,0.0,2015-03-01
Lottie #1,325.0,0.0,3962.0,1395.0,0.0,2015-03-01
Pratka #1,556.0,14191.0,95.0,44950.0,51150.0,2015-03-01
CL Moore 12,1355.0,0.0,28215.0,0.0,0.0,2015-03-01
Gulf Coast Total,4220.0,39294.0,57614.0,49232.0,51150.0,2015-03-01
Lottie #1,289.0,0.0,3907.0,1350.0,0.0,2015-04-01
Mueller #1,37.0,4347.0,366.0,2147.0,0.0,2015-04-01
Gulf Coast Total,3949.0,36446.0,58169.0,48347.0,47501.0,2015-04-01
CL Moore 12,1124.0,0.0,26148.0,0.0,0.0,2015-04-01
JM Moore,1974.0,10182.0,27232.0,0.0,0.0,2015-04-01
Dyer 'D' #5,24.0,5421.0,87.0,242.0,1.0,2015-04-01
Dyer #10,14.0,3234.0,342.0,1708.0,0.0,2015-04-01
Pratka #1,487.0,13262.0,87.0,42900.0,47500.0,2015-04-01
Gulf Coast Total,4342.0,36751.0,56198.0,52994.0,43400.0,2015-05-01
Mueller #1,24.0,4211.0,311.0,2521.0,0.0,2015-05-01
CL Moore 12,1423.0,0.0,29186.0,0.0,0.0,2015-05-01
JM Moore,2120.0,10993.0,21997.0,0.0,0.0,2015-05-01
Pratka #1,461.0,12706.0,87.0,47050.0,43300.0,2015-05-01
Lottie #1,287.0,0.0,4075.0,1395.0,0.0,2015-05-01
Dyer 'D' #5,11.0,5462.0,75.0,233.0,100.0,2015-05-01
Dyer #10,16.0,3379.0,467.0,1795.0,0.0,2015-05-01
Lottie #1,299.0,0.0,3733.0,1350.0,0.0,2015-06-01
Gulf Coast Total,4214.0,34523.0,57951.0,50880.0,39001.0,2015-06-01
CL Moore 12,1479.0,0.0,32665.0,0.0,0.0,2015-06-01
Pratka #1,423.0,11937.0,85.0,46300.0,39000.0,2015-06-01
Dyer #10,9.0,3111.0,394.0,1435.0,0.0,2015-06-01
Mueller #1,43.0,4507.0,372.0,1525.0,0.0,2015-06-01
JM Moore,1947.0,9618.0,20600.0,0.0,0.0,2015-06-01
Dyer 'D' #5,14.0,5350.0,102.0,270.0,1.0,2015-06-01
Dyer #10,21.0,3591.0,537.0,1468.0,0.0,2015-07-01
Pratka #1,435.0,12747.0,93.0,44175.0,40300.0,2015-07-01
Mueller #1,44.0,4393.0,403.0,1457.0,0.0,2015-07-01
JM Moore,2220.0,8266.0,19867.0,0.0,0.0,2015-07-01
Lottie #1,157.0,0.0,2009.0,1395.0,0.0,2015-07-01
Gulf Coast Total,4594.0,34672.0,61722.0,48536.0,40300.0,2015-07-01
CL Moore 12,1679.0,0.0,38551.0,0.0,0.0,2015-07-01
Dyer 'D' #5,38.0,5675.0,262.0,41.0,0.0,2015-07-01
Pratka #1,425.0,11968.0,91.0,44175.0,40300.0,2015-08-01
Dyer #10,30.0,3353.0,392.0,1430.0,0.0,2015-08-01
JM Moore,2213.0,9302.0,21947.0,0.0,0.0,2015-08-01
Gulf Coast Total,4404.0,34469.0,56902.0,48496.0,40300.0,2015-08-01
Dyer 'D' #5,12.0,5491.0,120.0,45.0,0.0,2015-08-01
Mueller #1,16.0,4355.0,362.0,1451.0,0.0,2015-08-01
CL Moore 12,1481.0,0.0,30091.0,0.0,0.0,2015-08-01
Lottie #1,227.0,0.0,3899.0,1395.0,0.0,2015-08-01
Pratka #1,395.0,10755.0,89.0,42340.0,39000.0,2015-09-01
JM Moore,2433.0,9605.0,17401.0,0.0,0.0,2015-09-01
Mueller #1,31.0,4120.0,369.0,1337.0,0.0,2015-09-01
Lottie #1,78.0,0.0,1201.0,1350.0,0.0,2015-09-01
Gulf Coast Total,4730.0,32479.0,57538.0,46740.0,39000.0,2015-09-01
Dyer 'D' #5,8.0,4702.0,80.0,398.0,0.0,2015-09-01
Dyer #10,28.0,3297.0,417.0,1315.0,0.0,2015-09-01
CL Moore 12,1757.0,0.0,37981.0,0.0,0.0,2015-09-01
Dyer 'D' #5,15.0,5900.0,153.0,135.0,0.0,2015-10-01
Dyer #10,6.0,3386.0,497.0,1322.0,0.0,2015-10-01
Pratka #1,396.0,10595.0,92.0,43100.0,40300.0,2015-10-01
Lottie #1,80.0,0.0,1989.0,1395.0,0.0,2015-10-01
Mueller #1,26.0,4168.0,338.0,1397.0,0.0,2015-10-01
JM Moore,2284.0,7741.0,18938.0,0.0,0.0,2015-10-01
CL Moore 12,1738.0,0.0,37647.0,0.0,0.0,2015-10-01
Gulf Coast Total,4545.0,31790.0,59654.0,47349.0,40300.0,2015-10-01
Pratka #1,378.0,9555.0,90.0,41300.0,39000.0,2015-11-01
Dyer 'D' #5,10.0,5295.0,129.0,33.0,0.0,2015-11-01
JM Moore,2034.0,8006.0,22514.0,0.0,0.0,2015-11-01
Gulf Coast Total,4310.0,30121.0,61736.0,45249.0,39000.0,2015-11-01
Mueller #1,29.0,4106.0,357.0,1286.0,0.0,2015-11-01
Lottie #1,237.0,0.0,3065.0,1350.0,0.0,2015-11-01
CL Moore 12,1614.0,0.0,35253.0,0.0,0.0,2015-11-01
Dyer #10,8.0,3159.0,328.0,1280.0,0.0,2015-11-01
Gulf Coast Total,4469.0,30143.0,54865.0,39239.0,9350.0,2015-12-01
CL Moore 12,1463.0,0.0,30624.0,0.0,0.0,2015-12-01
Lottie #1,200.0,0.0,2821.0,1395.0,0.0,2015-12-01
Dyer 'D' #5,19.0,5278.0,122.0,39.0,0.0,2015-12-01
Pratka #1,354.0,9173.0,85.0,33600.0,7800.0,2015-12-01
JM Moore #192,358.0,0.0,2639.0,1550.0,1550.0,2015-12-01
Dyer #10,19.0,3598.0,430.0,1261.0,0.0,2015-12-01
JM Moore,2022.0,8336.0,17837.0,0.0,0.0,2015-12-01
Mueller #1,34.0,3758.0,307.0,1394.0,0.0,2015-12-01
Lottie #1,296.0,0.0,3658.0,1395.0,0.0,2016-01-01
Mueller #1,29.0,3685.0,45.0,1322.0,0.0,2016-01-01
Pratka #1,396.0,8092.0,77.0,36450.0,0.0,2016-01-01
Gulf Coast Total,5228.0,27175.0,64190.0,62400.0,1550.0,2016-01-01
Dyer 'D' #5,32.0,5402.0,221.0,43.0,0.0,2016-01-01
Dyer #10,28.0,3189.0,469.0,1240.0,0.0,2016-01-01
JM Moore,2488.0,6807.0,27172.0,20400.0,0.0,2016-01-01
CL Moore 12,1290.0,0.0,28794.0,0.0,0.0,2016-01-01
JM Moore #192,669.0,0.0,3754.0,1550.0,1550.0,2016-01-01
Mueller #1,39.0,3716.0,433.0,1262.0,0.0,2016-02-01
Pratka #1,437.0,7878.0,78.0,35525.0,0.0,2016-02-01
Dyer 'D' #5,4.0,4997.0,205.0,55.0,0.0,2016-02-01
Gulf Coast Total,5157.0,27136.0,65910.0,60667.0,1450.0,2016-02-01
CL Moore 12,1508.0,0.0,32961.0,0.0,0.0,2016-02-01
JM Moore,2316.0,8026.0,25036.0,19720.0,0.0,2016-02-01
Dyer #10,22.0,2519.0,528.0,1350.0,0.0,2016-02-01
JM Moore #192,590.0,0.0,3574.0,1450.0,1450.0,2016-02-01
Lottie #1,241.0,0.0,3095.0,1305.0,0.0,2016-02-01
Dyer 'D' #5,18.0,5322.0,195.0,1087.0,0.0,2016-03-01
CL Moore 12,1478.0,0.0,25114.0,7770.0,0.0,2016-03-01
Lottie #1,181.0,0.0,3151.0,1395.0,0.0,2016-03-01
Mueller #1,42.0,3976.0,402.0,1425.0,0.0,2016-03-01
Gulf Coast Total,5121.0,29178.0,55588.0,73586.0,1550.0,2016-03-01
Pratka #1,374.0,8412.0,86.0,37725.0,0.0,2016-03-01
JM Moore #192,637.0,0.0,3725.0,1550.0,1550.0,2016-03-01
JM Moore,2370.0,8338.0,22450.0,21080.0,0.0,2016-03-01
Dyer #10,21.0,3130.0,465.0,1554.0,0.0,2016-03-01
Dyer #10,34.0,2560.0,558.0,1350.0,0.0,2016-04-01
Dyer 'D' #5,14.0,5004.0,252.0,931.0,0.0,2016-04-01
JM Moore #192,592.0,0.0,3610.0,1500.0,1500.0,2016-04-01
Gulf Coast Total,4769.0,26794.0,60160.0,62036.0,1500.0,2016-04-01
CL Moore 12,1495.0,0.0,28953.0,0.0,0.0,2016-04-01
Pratka #1,313.0,7778.0,80.0,35250.0,0.0,2016-04-01
JM Moore,2039.0,7702.0,23021.0,20400.0,0.0,2016-04-01
Lottie #1,250.0,0.0,3310.0,1350.0,0.0,2016-04-01
