Date,Time,Well Name,Seating Nipple Depth (ft),Pump Run Date,Surface Unit API,Strokes Per Minute (SPM),Maximum Plunger Stroke (in),Pump Displacement (BBL/D),Gas Free Above Pump (ft),Fluid Above Pump (ft),Adjusted Displacement (BBL/D),Plunger OD (in),Adjusted EPT (in),Effective Plunger Travel (in)
04/25/2024,11:28:33 AM,Drinkard#1,5604,03/08/2024,C-456-305-120,6.89,104.21,250,,,237,,96.2,101.70
04/25/2024,11:30:27 AM,Drinkard#1,5604,03/08/2024,C-456-305-120,,,,398,1946,,,,
04/25/2024,11:32:01 AM,Drinkard#1,5604,03/08/2024,C-456-305-120,7.14,101.22,235,,,219,,89.0,95.45
06/13/2024,03:09:24 PM,Drinkard#1,5604,03/08/2024,C-456-305-120,6.20,102.66,177,,,165,,93.9,100.79
06/13/2024,03:11:38 PM,Drinkard#1,5604,03/08/2024,C-456-305-120,,,,167,657,,,,
06/24/2024,01:16:31 PM,Drinkard#1,5604,03/08/2024,C-456-305-120,,,,1396,1396,,,,
07/25/2024,12:49:11 PM,Drinkard#1,5604,03/08/2024,C-456-305-120,5.57,106.91,114,,,73,,38.5,59.43
07/25/2024,12:51:00 PM,Drinkard#1,5604,03/08/2024,C-456-305-120,,,,165,688,,,,
08/13/2024,03:09:36 PM,Drinkard#1,5604,03/08/2024,C-456-305-120,,,,1069,1069,,,,
08/13/2024,03:11:51 PM,Drinkard#1,5604,03/08/2024,C-456-305-120,,,,1016,1016,,,,
08/13/2024,03:15:54 PM,Drinkard#1,5604,03/08/2024,C-456-305-120,4.36,99.03,145,,,131,,83.6,92.40
08/20/2024,04:08:20 PM,Drinkard#1,5604,03/08/2024,C-456-305-120,5.57,105.09,56,,,0,,0.1,27.98
08/20/2024,04:10:20 PM,Drinkard#1,5604,03/08/2024,C-456-305-120,,,,33,100,,,,
04/12/2023,10:52:02 AM,Dunkle#2,5974,11/06/2017,C-456-305-120,5.59,74.19,73,,,63,,61.8,71.78
04/12/2023,11:06:12 AM,Dunkle#2,5974,11/06/2017,C-456-305-120,,,,8,26,,,,
01/09/2024,04:17:00 PM,Dunkle#2,6300,11/06/2017,C-456-305-120,4.38,75.00,18,,,8,,12.5,27.34
01/09/2024,04:23:15 PM,Dunkle#2,6300,11/06/2017,C-456-305-120,,,,603,772,,,,
01/09/2024,04:31:02 PM,Dunkle#2,6300,11/06/2017,C-456-305-120,3.59,72.01,16,,,4,,5.8,24.28
01/10/2024,04:51:13 PM,Dunkle#2,6300,11/06/2017,C-456-305-120,3.56,71.94,29,,,17,,24.2,41.97
01/10/2024,04:53:52 PM,Dunkle#2,6300,11/06/2017,C-456-305-120,,,,552,801,,,,
03/04/2024,04:52:56 PM,Dunkle#2,6300,11/06/2017,C-456-305-120,4.56,76.72,19,,,5,,6.6,22.49
03/04/2024,04:55:05 PM,Dunkle#2,6300,11/06/2017,C-456-305-120,,,,622,737,,,,
03/04/2024,04:57:12 PM,Dunkle#2,6300,11/06/2017,C-456-305-120,,,,1,1,,,,
08/22/2024,12:25:02 PM,Dunkle#2,6300,11/06/2017,C-456-305-120,,,,57,63,,,,
07/13/2023,12:51:27 PM,Dyess#1,6079,06/14/2019,C-456-305-144,4.48,99.39,25,,,0,,0.5,30.74
07/13/2023,01:06:26 PM,Dyess#1,6079,06/14/2019,C-456-305-144,,,,,,,,,
05/25/2023,12:44:09 PM,Eileen#1,6691,01/04/2022,C-456-256-144,5.49,88.06,87,,,80,,79.5,86.92
05/25/2023,12:58:56 PM,Eileen#1,6691,01/04/2022,C-456-256-144,,,,35,63,,,,
07/24/2023,01:42:51 PM,Eileen#1,6691,01/04/2022,C-456-256-144,,,,14,14,,,,
06/21/2023,10:22:58 AM,Fatheree #1,6611,06/14/2023,C-320-256-100,4.73,90.67,77,,,71,,81.7,88.87
06/21/2023,10:40:37 AM,Fatheree #1,6611,06/14/2023,C-320-256-100,,,,2484,2484,,,,
07/26/2023,02:25:54 PM,Fatheree #1,6611,06/14/2023,C-320-256-100,4.83,95.78,83,,,77,,87.2,94.18
07/26/2023,02:41:13 PM,Fatheree #1,6611,06/14/2023,C-320-256-100,,,,2110,2110,,,,
08/24/2023,10:20:08 AM,Fatheree #1,6611,06/14/2023,C-320-256-100,6.18,88.41,98,,,91,,81.0,87.02
08/24/2023,10:34:06 AM,Fatheree #1,6611,06/14/2023,C-320-256-100,,,,1864,2575,,,,
09/21/2023,03:30:32 PM,Fatheree #1,6611,06/14/2023,C-320-256-100,5.91,94.76,39,,,18,,17.5,37.42
09/21/2023,03:47:50 PM,Fatheree #1,6611,06/14/2023,C-320-256-100,,,,2100,2100,,,,
10/19/2023,12:36:38 PM,Fatheree #1,6611,06/14/2023,C-320-256-100,,,,1955,1955,,,,
10/20/2023,09:19:37 AM,Fatheree #1,6611,06/14/2023,C-320-256-100,4.81,76.14,31,,,22,,25.3,36.09
11/01/2023,02:31:24 PM,Fatheree #1,6611,06/14/2023,C-320-256-100,4.82,92.82,81,,,75,,85.0,91.90
11/01/2023,02:46:15 PM,Fatheree #1,6611,06/14/2023,C-320-256-100,,,,2067,2067,,,,
11/30/2023,02:55:54 PM,Fatheree #1,6611,06/14/2023,C-320-256-100,4.52,80.18,35,,,26,,32.3,43.50
11/30/2023,03:05:44 PM,Fatheree #1,6611,06/14/2023,C-320-256-100,,,,2273,2273,,,,
12/05/2023,01:53:25 PM,Fatheree #1,6559,06/14/2023,C-320-256-100,5.06,85.77,97,,,88,,76.2,83.88
12/05/2023,02:05:32 PM,Fatheree #1,6559,06/14/2023,C-320-256-100,,,,1691,2637,,,,
12/21/2023,12:51:45 PM,Fatheree #1,6559,06/14/2023,C-320-256-100,5.41,85.02,14,,,5,,5.7,16.86
12/21/2023,01:05:28 PM,Fatheree #1,6559,06/14/2023,C-320-256-100,,,,1732,1732,,,,
01/02/2024,09:20:55 AM,Fatheree #1,6559,06/14/2023,C-320-256-100,4.91,89.02,14,,,-1,,-1.1,15.73
01/02/2024,09:36:16 AM,Fatheree #1,6559,06/14/2023,C-320-256-100,,,,773,852,,,,
01/05/2024,01:47:49 PM,Fatheree #1,6559,06/14/2023,C-320-256-100,4.66,90.60,73,,,66,,77.7,85.94
01/05/2024,01:50:35 PM,Fatheree #1,6559,06/14/2023,C-320-256-100,,,,2315,2315,,,,
01/05/2024,01:50:35 PM,
01/08/2024,01:45:07 PM,Fatheree #1,6559,06/14/2023,C-320-256-100,4.62,99.80,69,,,62,,72.9,81.79
01/27/2024,01:01:34 PM,Fatheree #1,6559,06/14/2023,C-320-256-100,5.04,92.04,100,,,86,,77.1,90.37
01/27/2024,01:05:00 PM,Fatheree #1,6559,06/14/2023,C-320-256-100,,,,1985,1985,,,,
02/02/2024,03:11:50 PM,Fatheree #1,6559,06/14/2023,C-320-256-100,6.46,96.40,126,,,120,,90.0,94.50
02/02/2024,03:13:56 PM,Fatheree #1,6559,06/14/2023,C-320-256-100,,,,2595,2595,,,,
03/04/2024,04:14:01 PM,
03/04/2024,04:14:01 PM,Fatheree #1,6559,06/14/2023,C-320-256-100,4.63,89.11,56,,,49,,57.5,66.21
03/04/2024,04:16:37 PM,Fatheree #1,6559,06/14/2023,C-320-256-100,,,,3735,3735,,,,
03/05/2024,12:15:32 PM,Fatheree #1,6559,06/14/2023,C-320-256-100,4.59,88.77,60,,,51,,60.4,71.32
03/05/2024,12:17:22 PM,Fatheree #1,6559,06/14/2023,C-320-256-100,,,,3917,3917,,,,
03/06/2024,03:49:29 PM,Fatheree #1,6559,06/14/2023,C-320-256-100,4.70,89.72,48,,,41,,47.2,55.20
03/06/2024,03:51:52 PM,Fatheree #1,6559,06/14/2023,C-320-256-100,,,,3800,3800,,,,
03/08/2024,09:09:13 AM,Fatheree #1,6559,06/14/2023,C-320-256-100,7.05,90.17,48,,,39,,37.1,45.33
03/08/2024,09:10:58 AM,Fatheree #1,6559,06/14/2023,C-320-256-100,,,,2818,2818,,,,
03/08/2024,09:21:54 AM,Fatheree #1,6559,06/14/2023,C-320-256-100,,,,2818,2818,,,,
03/08/2024,09:27:30 AM,Fatheree #1,6559,06/14/2023,C-320-256-100,,,,2810,2833,,,,
03/28/2024,02:57:43 PM,Fatheree #1,6452,06/14/2023,C-320-256-100,6.10,90.88,99,,,89,,80.3,88.76
03/28/2024,02:59:25 PM,Fatheree #1,6452,06/14/2023,C-320-256-100,,,,2012,2012,,,,
03/28/2024,03:00:56 PM,Fatheree #1,6452,06/14/2023,C-320-256-100,,,,1092,5321,,,,
03/29/2024,12:52:17 PM,Fatheree #1,6452,06/14/2023,C-320-256-100,,,,,,,,,
03/29/2024,12:53:11 PM,Fatheree #1,6452,06/14/2023,C-320-256-100,6.12,92.43,101,,,92,,82.0,89.86
03/29/2024,01:00:21 PM,Fatheree #1,6452,06/14/2023,C-320-256-100,,,,1513,5964,,,,
04/01/2024,02:04:27 PM,Fatheree #1,6452,06/14/2023,C-320-256-100,5.98,84.49,90,,,83,,75.5,82.28
04/01/2024,02:06:24 PM,Fatheree #1,6452,06/14/2023,C-320-256-100,,,,1282,5302,,,,
04/01/2024,02:13:24 PM,Fatheree #1,6452,06/14/2023,C-320-256-100,7.78,99.70,134,,,124,,87.4,94.91
04/27/2024,01:23:37 PM,Fatheree #1,6452,06/14/2023,C-320-256-100,5.91,91.15,96,,,90,,83.1,88.65
04/27/2024,01:25:12 PM,Fatheree #1,6452,06/14/2023,C-320-256-100,,,,1309,4745,,,,
05/22/2024,10:26:23 AM,Fatheree #1,6452,06/14/2023,C-320-256-100,5.94,97.36,103,,,97,,90.3,95.21
05/22/2024,10:28:05 AM,Fatheree #1,6452,06/14/2023,C-320-256-100,,,,1269,5131,,,,
05/22/2024,10:28:05 AM,
07/25/2024,01:27:51 PM,Fatheree #1,6452,06/14/2023,C-320-256-100,5.77,94.06,69,,,55,,51.9,65.91
07/25/2024,04:54:26 PM,Fatheree #1,6452,06/14/2023,C-320-256-100,,,,896,3531,,,,
07/25/2024,04:56:03 PM,Fatheree #1,6452,06/14/2023,C-320-256-100,5.82,93.12,67,,,54,,49.7,60.92
07/25/2024,04:59:43 PM,Fatheree #1,6452,06/14/2023,C-320-256-100,6.23,90.58,102,,,95,,82.3,88.23
08/20/2024,04:38:28 PM,Fatheree #1,6452,06/14/2023,C-320-256-100,6.62,88.92,94,,,85,,70.2,77.52
08/20/2024,04:39:50 PM,Fatheree #1,6452,06/14/2023,C-320-256-100,,,,980,4325,,,,
08/20/2024,04:46:59 PM,Fatheree #1,6452,06/14/2023,C-320-256-100,6.87,93.20,116,,,111,,86.6,91.06
04/04/2023,01:56:18 PM,Flower #1,6642,10/17/2017,C-320D-305-120,5.58,113.36,109,,,86,,84.3,106.42
04/04/2023,02:30:29 PM,Flower #1,6642,10/17/2017,C-320D-305-120,,,,38,44,,,,
05/25/2023,10:45:45 AM,Flower #1,6642,10/17/2017,C-320D-305-120,5.33,117.21,108,,,83,,86.3,112.11
05/25/2023,10:59:12 AM,Flower #1,6642,10/17/2017,C-320D-305-120,,,,21,21,,,,
12/06/2023,01:07:42 PM,Flower #1,6642,10/17/2017,C-320D-305-120,,,,42,42,,,,
12/06/2023,01:10:57 PM,Flower #1,6642,10/17/2017,C-320D-305-120,4.51,67.95,54,,,28,,34.1,65.01
03/07/2024,10:05:06 AM,Flower #1,6642,10/17/2017,C-320D-305-120,,,,,,,,,
03/07/2024,10:09:01 AM,Flower #1,6642,10/17/2017,C-320D-305-120,4.92,65.41,8,,,-0,,-0.2,9.08
03/07/2024,10:11:45 AM,Flower #1,6642,10/17/2017,C-320D-305-120,4.91,64.40,10,,,-0,,-0.2,10.61
03/07/2024,10:13:02 AM,Flower #1,6642,10/17/2017,C-320D-305-120,,,,,,,,,
03/07/2024,10:13:34 AM,Flower #1,6642,10/17/2017,C-320D-305-120,4.91,64.83,52,,,28,,31.7,58.53
04/23/2024,01:46:21 PM,Flower #1,6642,10/17/2017,C-320D-305-120,5.01,82.34,75,,,72,,79.4,82.22
04/23/2024,01:48:19 PM,Flower #1,6642,10/17/2017,C-320D-305-120,,,,38,38,,,,
04/23/2024,01:51:37 PM,Flower #1,6642,10/17/2017,C-320D-305-120,5.01,83.97,75,,,70,,76.9,82.55
05/01/2024,02:55:33 PM,Flower #1,6642,10/17/2017,C-320D-305-120,4.62,64.03,51,,,27,,31.9,60.82
05/01/2024,02:57:48 PM,Flower #1,6642,10/17/2017,C-320D-305-120,,,,3,5,,,,
07/10/2024,11:43:20 AM,Flower #1,6642,10/17/2017,C-320D-305-120,,,,4,5,,,,
07/31/2023,11:38:25 AM,Gail#1,6955,07/09/2020,C-456-305-120,5.47,110.62,26,,,5,,5.1,26.47
07/31/2023,11:54:01 AM,Gail#1,6955,07/09/2020,C-456-305-120,,,,,,,,,
01/07/2024,01:29:16 PM,Gail#1,6955,07/09/2020,C-456-305-120,6.11,88.94,87,,,76,,76.4,88.19
01/07/2024,01:33:43 PM,Gail#1,6955,07/09/2020,C-456-305-120,,,,,,,,,
08/16/2023,10:48:10 AM,Gil#1,6083,04/20/2021,C-320-256-144,5.11,100.30,14,,,-0,,-0.0,14.96
08/16/2023,11:02:52 AM,Gil#1,6083,04/20/2021,C-320-256-144,,,,,,,,,
08/17/2023,03:25:03 PM,Grissom#1,5932,12/13/2021,C-228-213-86,6.73,78.30,94,,,88,,71.5,76.39
08/17/2023,03:37:23 PM,Grissom#1,5932,12/13/2021,C-228-213-86,,,,82,82,,,,
04/14/2023,11:29:53 AM,JBeeler #1,6331,06/03/2020,C-640-305-144,6.47,88.30,147,,,139,,82.0,86.51
04/14/2023,11:51:00 AM,JBeeler #1,6331,06/03/2020,C-640-305-144,,,,2448,3174,,,,
12/06/2023,01:46:58 PM,JBeeler #1,6331,08/03/2023,C-640-305-144,,,,1107,4283,,,,
12/06/2023,01:49:05 PM,JBeeler #1,6331,08/03/2023,C-640-305-144,5.90,91.73,196,,,179,,80.2,87.90
12/07/2023,03:11:45 PM,JBeeler #1,6331,08/03/2023,C-640-305-144,5.83,123.83,247,,,237,,113.5,118.53
12/07/2023,03:30:01 PM,JBeeler #1,6331,08/03/2023,C-640-305-144,,,,1959,2165,,,,
12/21/2023,10:48:50 AM,JBeeler #1,6331,08/03/2023,C-640-305-144,5.33,121.72,221,,,211,,111.5,116.67
12/21/2023,11:03:32 AM,JBeeler #1,6331,08/03/2023,C-640-305-144,,,,1276,5000,,,,
01/28/2024,11:08:16 AM,JBeeler #1,6331,08/03/2023,C-640-305-144,4.64,121.01,252,,,229,,105.7,116.34
01/28/2024,11:15:50 AM,JBeeler #1,6331,08/03/2023,C-640-305-144,,,,1679,4725,,,,
04/24/2024,12:09:57 PM,JBeeler #1,6331,08/03/2023,C-640-305-144,4.64,120.34,207,,,199,,112.2,116.83
04/24/2024,12:12:07 PM,JBeeler #1,6331,08/03/2023,C-640-305-144,,,,1298,3897,,,,
04/30/2024,11:16:35 AM,JBeeler #1,6331,08/03/2023,C-640-305-144,5.28,122.23,132,,,102,,53.8,69.17
04/30/2024,11:19:20 AM,JBeeler #1,6331,08/03/2023,C-640-305-144,,,,930,4486,,,,
06/12/2024,12:49:46 PM,JBeeler #1,6331,08/03/2023,C-640-305-144,5.12,119.51,211,,,202,,109.8,114.49
06/12/2024,12:51:49 PM,JBeeler #1,6331,08/03/2023,C-640-305-144,,,,1026,3202,,,,
06/21/2024,10:52:19 AM,
06/21/2024,10:52:19 AM,JBeeler #1,6460,06/20/2024,C-640-305-144,6.18,124.16,152,,,77,,34.9,68.84
06/21/2024,11:05:16 AM,JBeeler #1,6460,06/20/2024,C-640-305-144,,,,1333,3892,,,,
06/24/2024,10:42:25 AM,JBeeler #1,6460,06/20/2024,C-640-305-144,6.04,98.94,204,,,195,,90.0,94.44
06/24/2024,10:42:25 AM,
06/24/2024,10:55:41 AM,JBeeler #1,6460,06/20/2024,C-640-305-144,,,,1037,3270,,,,
06/25/2024,11:46:23 AM,JBeeler #1,6460,06/20/2024,C-640-305-144,6.60,106.57,138,,,105,,44.2,58.03
06/25/2024,11:58:46 AM,JBeeler #1,6460,06/20/2024,C-640-305-144,,,,911,3635,,,,
06/26/2024,12:09:11 PM,JBeeler #1,6460,06/20/2024,C-640-305-144,6.60,102.28,223,,,213,,90.1,94.58
06/27/2024,09:57:01 AM,JBeeler #1,6460,06/20/2024,C-640-305-144,6.59,100.49,223,,,213,,90.5,94.90
06/27/2024,10:08:47 AM,JBeeler #1,6460,06/20/2024,C-640-305-144,,,,811,3469,,,,
06/28/2024,09:07:55 AM,JBeeler #1,6460,06/20/2024,C-640-305-144,,,,,,,,,
06/28/2024,09:08:05 AM,JBeeler #1,6460,06/20/2024,C-640-305-144,6.57,102.59,235,,,225,,96.1,100.38
07/01/2024,11:11:49 AM,JBeeler #1,6460,06/20/2024,C-640-305-144,6.52,104.37,229,,,219,,93.8,98.25
07/09/2024,11:58:29 AM,JBeeler #1,6460,06/20/2024,C-640-305-144,6.48,103.12,225,,,205,,88.9,97.52
07/09/2024,12:10:23 PM,JBeeler #1,6460,06/20/2024,C-640-305-144,,,,798,4256,,,,
07/26/2024,09:39:04 AM,JBeeler #1,6460,06/20/2024,C-640-305-144,5.75,121.65,232,,,213,,98.6,107.19
07/26/2024,09:43:36 AM,JBeeler #1,6460,06/20/2024,C-640-305-144,,,,1180,4623,,,,
08/18/2024,10:55:50 AM,JBeeler #1,6460,06/20/2024,C-640-305-144,5.54,96.51,192,,,182,,86.4,90.99
08/18/2024,11:04:01 AM,JBeeler #1,6460,06/20/2024,C-640-305-144,,,,,,,,,
08/18/2024,11:04:09 AM,JBeeler #1,6460,06/20/2024,C-640-305-144,5.94,95.98,192,,,182,,86.5,91.02
08/18/2024,11:05:57 AM,JBeeler #1,6460,06/20/2024,C-640-305-144,,,,1066,3907,,,,
08/22/2024,11:49:10 AM,JBeeler #1,6460,06/20/2024,C-640-305-144,7.56,107.52,277,,,265,,97.4,101.88
08/22/2024,11:50:40 AM,JBeeler #1,6460,06/20/2024,C-640-305-144,,,,1082,3480,,,,
03/24/2023,11:53:29 AM,Jessica#1,6693,03/18/2021,C-320-305-120,5.79,100.45,37,,,29,,38.3,48.16
03/24/2023,12:07:29 PM,Jessica#1,6693,03/18/2021,C-320-305-120,,,,292,799,,,,
04/13/2023,02:45:40 PM,Jessica#1,6693,03/18/2021,C-320-305-120,4.99,103.57,37,,,31,,47.0,56.04
04/13/2023,03:02:10 PM,Jessica#1,6693,03/18/2021,C-320-305-120,,,,427,693,,,,
07/05/2023,10:28:39 AM,Jessica#1,6693,03/18/2021,C-320-305-120,,,,371,600,,,,
12/01/2023,11:29:37 AM,Jessica#1,6693,03/18/2021,C-320-305-120,,,,273,1021,,,,
12/01/2023,11:35:04 AM,Jessica#1,6693,03/18/2021,C-320-305-120,5.15,67.85,47,,,39,,46.6,56.33
12/01/2023,11:58:50 AM,Jessica#1,6693,03/18/2021,C-320-305-120,4.40,71.68,57,,,49,,60.9,70.43
12/04/2023,11:01:06 AM,Jessica#1,6693,03/18/2021,C-320-305-120,4.65,70.64,26,,,19,,21.1,29.17
12/04/2023,11:10:27 AM,Jessica#1,6693,03/18/2021,C-320-305-120,,,,288,1059,,,,
12/04/2023,11:10:27 AM,
12/04/2023,11:47:37 AM,Jessica#1,6693,03/18/2021,C-320-305-120,4.77,69.38,49,,,41,,50.8,59.51
12/06/2023,02:48:49 PM,Jessica#1,6693,03/18/2021,C-320-305-120,,,,490,776,,,,
01/05/2024,02:42:12 PM,Jessica#1,6693,03/18/2021,C-320-305-120,4.29,72.26,27,,,18,,22.6,33.99
01/05/2024,02:44:50 PM,Jessica#1,6693,03/18/2021,C-320-305-120,,,,,,,,,
01/25/2024,10:53:06 AM,Jessica#1,6693,03/18/2021,C-320-305-120,4.27,76.48,59,,,50,,64.4,75.81
01/25/2024,10:53:06 AM,
01/25/2024,10:58:29 AM,Jessica#1,6693,03/18/2021,C-320-305-120,,,,269,1011,,,,
01/25/2024,11:05:46 AM,Jessica#1,6693,03/18/2021,C-320-305-120,,,,245,817,,,,
03/26/2024,12:40:46 PM,Jessica#1,6693,03/18/2021,C-320-305-120,4.85,70.49,39,,,30,,33.3,43.81
03/26/2024,12:44:09 PM,Jessica#1,6693,03/18/2021,C-320-305-120,,,,860,860,,,,
10/11/2023,01:23:06 PM,JIC #1,0,12/31/1969,,,,,1075,1075,,,,
10/12/2023,09:31:46 AM,JIC #1,0,12/31/1969,,,,,1064,1064,,,,
01/02/2024,11:16:23 AM,JIC #1,6700,12/13/2023,C-320-305-120,5.23,87.05,114,,,106,,76.8,83.02
01/02/2024,11:58:53 AM,JIC #1,6700,12/13/2023,C-320-305-120,,,,341,1581,,,,
01/29/2024,11:09:42 AM,JIC #1,6700,12/13/2023,C-320-305-120,5.38,83.49,126,,,105,,66.4,79.69
01/29/2024,11:13:01 AM,JIC #1,6700,12/13/2023,C-320-305-120,,,,253,1111,,,,
05/23/2024,03:10:11 PM,JIC #1,6700,12/13/2023,C-320-305-120,5.97,88.36,31,,,-0,,-0.3,19.53
05/23/2024,03:15:54 PM,JIC #1,6700,12/13/2023,C-320-305-120,,,,214,1103,,,,
06/04/2024,01:25:28 PM,JIC #1,6700,12/13/2023,C-320-305-120,,,,,,,,,
06/06/2024,08:03:35 AM,JIC #1,6700,12/13/2023,C-320-305-120,,,,,,,,,
06/10/2024,01:39:24 PM,JIC #1,7291,12/13/2023,C-320-305-120,6.63,78.70,36,,,23,,16.6,25.48
06/10/2024,01:55:01 PM,JIC #1,7291,12/13/2023,C-320-305-120,,,,453,2380,,,,
08/21/2024,12:40:31 PM,JIC #1,7291,12/13/2023,C-320-305-120,6.14,84.64,128,,,118,,73.5,79.88
08/21/2024,12:42:02 PM,JIC #1,7291,12/13/2023,C-320-305-120,,,,966,966,,,,
08/21/2024,12:45:01 PM,JIC #1,7291,12/13/2023,C-320-305-120,,,,215,943,,,,
10/11/2023,02:38:04 PM,JIC BUDA#1,6601,10/11/2023,C-320-213-120,,,,1157,1157,,,,
10/12/2023,12:27:04 PM,JIC BUDA#1,6601,10/11/2023,C-320-213-120,4.30,76.30,53,,,50,,71.8,75.85
10/17/2023,01:16:08 PM,JIC BUDA#1,6601,10/11/2023,C-320-213-120,,,,3466,3568,,,,
10/19/2023,09:16:51 AM,JIC BUDA#1,6601,10/11/2023,C-320-213-120,7.46,82.92,107,,,100,,73.3,78.62
10/19/2023,09:29:27 AM,JIC BUDA#1,6601,10/11/2023,C-320-213-120,,,,2414,3766,,,,
10/23/2023,12:51:35 PM,JIC BUDA#1,6601,10/11/2023,C-320-213-120,6.05,75.75,27,,,0,,0.1,24.81
10/23/2023,01:03:20 PM,JIC BUDA#1,6601,10/11/2023,C-320-213-120,5.37,76.56,32,,,6,,7.1,36.08
11/02/2023,11:05:08 AM,JIC BUDA#1,6601,10/11/2023,C-320-213-120,5.86,82.12,86,,,83,,77.7,80.86
11/02/2023,11:20:51 AM,JIC BUDA#1,6601,10/11/2023,C-320-213-120,,,,811,3321,,,,
01/29/2024,11:31:45 AM,JIC BUDA#1,6601,10/11/2023,C-320-213-120,5.53,73.79,28,,,20,,19.3,27.95
01/29/2024,11:39:52 AM,JIC BUDA#1,6601,10/11/2023,C-320-213-120,,,,51,243,,,,
05/23/2024,03:27:00 PM,JIC BUDA#1,6601,10/11/2023,C-320-213-120,5.96,79.67,31,,,22,,20.0,28.68
05/23/2024,03:29:09 PM,JIC BUDA#1,6601,10/11/2023,C-320-213-120,,,,31,128,,,,
07/09/2024,02:11:34 PM,JIC BUDA#1,7225,07/02/2024,C-320-213-120,5.81,70.56,41,,,43,,40.4,38.91
07/09/2024,02:24:10 PM,JIC BUDA#1,7225,07/02/2024,C-320-213-120,,,,412,1911,,,,
07/25/2024,05:30:15 PM,JIC BUDA#1,7225,07/02/2024,C-320-213-120,4.95,66.36,33,,,27,,30.0,35.58
07/25/2024,05:31:59 PM,JIC BUDA#1,7225,07/02/2024,C-320-213-120,,,,306,1333,,,,
07/25/2024,05:42:20 PM,JIC BUDA#1,7225,07/02/2024,C-320-213-120,7.02,73.06,74,,,70,,54.6,58.36
01/17/2023,02:38:51 PM,JJ #1,7012,07/21/2022,C-320-213-120,7.26,82.75,153,,,143,,75.0,80.11
01/17/2023,02:50:32 PM,JJ #1,7012,07/21/2022,C-320-213-120,,,,1456,6249,,,,
07/12/2023,11:16:56 AM,JJ #1,7319,06/22/2023,C-320-213-120,6.93,78.67,117,,,102,,56.2,64.13
07/12/2023,11:29:19 AM,JJ #1,7319,06/22/2023,C-320-213-120,,,,4091,5628,,,,
09/27/2023,02:22:34 PM,JJ #1,7319,06/22/2023,C-640-365-168,5.00,111.27,145,,,136,,103.4,110.13
09/27/2023,02:22:34 PM,
09/27/2023,02:37:50 PM,JJ #1,7319,06/22/2023,C-640-365-168,,,,3211,3906,,,,
12/07/2023,11:16:59 AM,JJ #1,7319,06/22/2023,C-640-365-168,5.56,112.42,58,,,45,,28.1,36.05
12/07/2023,11:16:59 AM,
12/07/2023,11:22:36 AM,JJ #1,7319,06/22/2023,C-640-365-168,,,,1249,5751,,,,
01/07/2024,11:06:36 AM,JJ #1,7319,06/22/2023,C-640-365-168,5.27,134.06,163,,,154,,126.5,133.86
01/07/2024,11:11:32 AM,JJ #1,7319,06/22/2023,C-640-365-168,,,,1540,4622,,,,
01/28/2024,11:44:38 AM,JJ #1,7319,06/22/2023,C-640-365-168,5.33,133.10,197,,,187,,123.3,129.88
01/28/2024,11:47:26 AM,JJ #1,7319,06/22/2023,C-640-365-168,,,,3275,3275,,,,
03/26/2024,01:19:24 PM,JJ #1,7319,06/22/2023,C-640-365-168,4.74,121.64,150,,,140,,112.4,119.99
03/26/2024,01:21:26 PM,JJ #1,7319,06/22/2023,C-640-365-168,,,,2728,4802,,,,
03/27/2024,05:13:37 PM,JJ #1,7319,06/22/2023,C-640-365-168,5.22,121.23,162,,,152,,110.6,118.38
03/27/2024,05:15:21 PM,JJ #1,7319,06/22/2023,C-640-365-168,,,,1349,4477,,,,
04/01/2024,03:28:34 PM,JJ #1,7319,06/22/2023,C-640-365-168,5.33,124.21,170,,,162,,115.3,121.24
04/01/2024,03:30:51 PM,JJ #1,7319,06/22/2023,C-640-365-168,,,,1629,5186,,,,
04/01/2024,03:31:57 PM,JJ #1,7319,06/22/2023,C-640-365-168,5.28,123.50,159,,,150,,114.1,120.19
04/01/2024,03:34:07 PM,JJ #1,7319,06/22/2023,C-640-365-168,5.04,123.81,159,,,151,,114.6,120.90
04/01/2024,03:35:14 PM,JJ #1,7319,06/22/2023,C-640-365-168,4.67,124.92,148,,,140,,114.5,120.90
04/24/2024,12:53:20 PM,JJ #1,7319,06/22/2023,C-640-365-168,4.99,120.19,153,,,143,,109.3,116.98
04/24/2024,12:55:07 PM,JJ #1,7319,06/22/2023,C-640-365-168,,,,1639,4572,,,,
06/12/2024,01:13:21 PM,JJ #1,7319,06/22/2023,C-640-365-168,,,,3747,3747,,,,
06/13/2024,01:18:40 PM,JJ #1,7319,06/22/2023,C-640-365-168,5.62,124.99,181,,,172,,115.5,122.02
06/13/2024,01:21:46 PM,JJ #1,7319,06/22/2023,C-640-365-168,5.71,125.72,183,,,174,,115.9,122.27
06/13/2024,01:22:25 PM,JJ #1,7319,06/22/2023,C-640-365-168,5.65,125.80,180,,,170,,114.7,121.57
06/13/2024,01:24:18 PM,JJ #1,7319,06/22/2023,C-640-365-168,,,,2281,3666,,,,
06/25/2024,12:47:34 PM,JJ #1,7025,06/22/2023,C-640-365-168,6.20,92.51,190,,,179,,80.8,85.86
06/25/2024,01:00:34 PM,JJ #1,7025,06/22/2023,C-640-365-168,,,,1010,5077,,,,
